description,hit_id,targ_id,target_len,hit_score,hit_evalue,hit_bias,hsp_len,hsp_score,hsp_evalue_cond,hsp_evalue_ind,hsp_bias,output_table
Bacteroides-caccae-ATCC-43185-MAF-2_metCcustom,1_2672/89-214,1_2672,395,19.4,6.7e-05,0.0,126,18.7,2.6e-07,0.00011,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-caccae-ATCC-43185-MAF-2_metCcustom.domtblout
Bacteroides-caccae-ATCC-43185-MAF-2_metCcustom,1_3054/86-211,1_3054,385,14.6,0.0019,0.0,126,13.5,9.9e-06,0.004,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-caccae-ATCC-43185-MAF-2_metCcustom.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom,1_4590/6-224,1_4590,429,402.0,8.8e-121,2.0,219,244.2,1.6e-75,6.3e-73,0.6,workflow/out/metCcustom/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom,1_4590/270-427,1_4590,429,402.0,8.8e-121,2.0,158,157.4,3.3e-49,1.3e-46,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom,1_4814/6-225,1_4814,427,367.4,2.7e-110,0.0,220,232.9,4.3e-72,1.7e-69,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom,1_4814/263-426,1_4814,427,367.4,2.7e-110,0.0,164,132.8,9.9e-42,3.8e-39,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom,1_396/35-160,1_396,381,25.6,1.2e-06,0.0,126,24.7,5.9e-09,2.3e-06,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom,1_3458/92-176,1_3458,400,24.2,3.1e-06,0.0,85,23.6,1.2e-08,4.8e-06,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom,1_746/153-225,1_746,405,22.4,1.1e-05,0.3,73,20.6,1e-07,4e-05,0.2,workflow/out/metCcustom/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom,1_327/105-204,1_327,398,22.3,1.2e-05,0.0,100,21.7,4.7e-08,1.8e-05,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom,1_3646/89-214,1_3646,396,21.3,2.3e-05,0.0,126,20.8,8.6e-08,3.3e-05,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom,1_4503/41-176,1_4503,347,14.2,0.0034,0.0,136,13.7,1.2e-05,0.0048,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom,1_3650/58-197,1_3650,363,14.1,0.0037,0.3,140,13.2,1.7e-05,0.0068,0.3,workflow/out/metCcustom/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom,1_803/49-186,1_803,346,13.8,0.0045,0.0,138,13.5,1.4e-05,0.0055,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom.domtblout
Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom,1_3464/88-208,1_3464,385,12.8,0.0094,0.1,121,12.2,3.7e-05,0.014,0.1,workflow/out/metCcustom/hmmer_output/Bacteroides-cellulosilyticus-DSM-14838-MAF-2_metCcustom.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom,1_1965/7-225,1_1965,429,398.9,5.4e-120,1.2,219,249.9,2.1e-77,8.1e-75,0.2,workflow/out/metCcustom/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom,1_1965/269-427,1_1965,429,398.9,5.4e-120,1.2,159,148.2,1.5e-46,5.7e-44,0.1,workflow/out/metCcustom/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom,1_1205/6-224,1_1205,428,370.4,2.4e-111,0.0,219,234.2,1.2e-72,4.8e-70,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom,1_1205/264-426,1_1205,428,370.4,2.4e-111,0.0,163,134.6,1.9e-42,7.6e-40,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom,1_1240/104-226,1_1240,406,30.7,2.4e-08,0.0,123,30.1,9e-11,3.6e-08,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom,1_270/104-204,1_270,398,26.7,4e-07,0.0,101,26.1,1.5e-09,5.9e-07,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom,1_339/57-197,1_339,364,26.3,5.1e-07,0.0,141,25.8,1.8e-09,7.1e-07,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom,1_2152/93-176,1_2152,401,21.8,1.2e-05,0.0,84,21.2,4.6e-08,1.8e-05,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom,1_1969/116-225,1_1969,395,18.8,9.9e-05,0.0,110,17.6,5.8e-07,0.00023,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom,1_2915/221-266,1_2915,950,18.6,0.00011,0.0,46,13.4,1.1e-05,0.0042,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom.domtblout
Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom,1_2668/74-199,1_2668,381,17.7,0.00021,0.0,126,17.1,8e-07,0.00032,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-coprophilus-DSM-18228-MAF-2_metCcustom.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom,1_2962/5-225,1_2962,429,407.0,2.4e-122,2.1,221,247.5,1.8e-76,5.4e-74,1.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom,1_2962/270-426,1_2962,429,407.0,2.4e-122,2.1,157,158.8,1.5e-49,4.5e-47,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom,1_1616/6-224,1_1616,426,367.9,1.7e-110,0.0,219,233.0,4.7e-72,1.4e-69,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom,1_1616/264-425,1_1616,426,367.9,1.7e-110,0.0,162,133.3,7.9e-42,2.4e-39,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom,1_4047/112-197,1_4047,421,24.6,2.1e-06,0.0,86,24.0,1.1e-08,3.2e-06,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom,1_2234/116-226,1_2234,395,20.6,3.6e-05,0.0,111,19.9,1.9e-07,5.8e-05,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom,1_296/105-204,1_296,398,17.9,0.00024,0.1,100,17.2,1.3e-06,0.00038,0.1,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom,1_3411/56-194,1_3411,448,16.8,0.00051,0.0,139,16.0,3e-06,0.00091,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom,1_961/153-202,1_961,405,16.1,0.00084,0.1,50,14.6,7.8e-06,0.0024,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom,1_2947/52-84,1_2947,386,14.5,0.0026,0.2,33,13.9,1.3e-05,0.0039,0.2,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom,1_3222/221-266,1_3222,950,14.4,0.0028,0.0,46,10.7,0.00012,0.035,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom,1_4104/48-144,1_4104,378,13.3,0.0056,0.0,97,12.0,4.7e-05,0.014,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom.domtblout
Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom,1_3208/116-197,1_3208,363,13.1,0.0066,0.0,82,12.7,2.8e-05,0.0085,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-5-1-36-D4-MAF-2_metCcustom.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_metCcustom,1_2980/5-225,1_2980,429,407.0,2.4e-122,2.1,221,247.5,1.5e-76,5.5e-74,1.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_metCcustom.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_metCcustom,1_2980/270-426,1_2980,429,407.0,2.4e-122,2.1,157,158.8,1.3e-49,4.5e-47,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_metCcustom.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_metCcustom,1_767/6-224,1_767,426,368.4,1.2e-110,0.0,219,233.0,4.1e-72,1.4e-69,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_metCcustom.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_metCcustom,1_767/263-425,1_767,426,368.4,1.2e-110,0.0,163,133.8,4.9e-42,1.8e-39,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_metCcustom.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_metCcustom,1_4279/112-197,1_4279,421,24.6,2.1e-06,0.0,86,24.0,9.1e-09,3.3e-06,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_metCcustom.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_metCcustom,1_2195/116-226,1_2195,395,21.6,1.8e-05,0.0,111,20.9,8.2e-08,2.9e-05,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_metCcustom.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_metCcustom,1_144/105-204,1_144,398,17.9,0.00024,0.1,100,17.2,1.1e-06,0.00039,0.1,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_metCcustom.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_metCcustom,1_3611/56-194,1_3611,448,16.8,0.00051,0.0,139,16.0,2.6e-06,0.00092,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_metCcustom.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_metCcustom,1_1574/153-202,1_1574,405,16.1,0.00085,0.1,50,14.6,6.8e-06,0.0024,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_metCcustom.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_metCcustom,1_3264/221-266,1_3264,950,14.7,0.0023,0.0,46,11.0,8.1e-05,0.029,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_metCcustom.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_metCcustom,1_2965/52-84,1_2965,382,14.6,0.0024,0.2,33,13.8,1.1e-05,0.004,0.2,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_metCcustom.domtblout
Bacteroides-dorei-DSM-17855-MAF-2_metCcustom,1_3228/116-197,1_3228,363,13.1,0.0067,0.0,82,12.7,2.4e-05,0.0087,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-dorei-DSM-17855-MAF-2_metCcustom.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom,1_2915/5-225,1_2915,429,399.6,3.2e-120,1.7,221,243.7,2.2e-75,5.9e-73,0.6,workflow/out/metCcustom/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom,1_2915/270-427,1_2915,429,399.6,3.2e-120,1.7,158,155.2,1.6e-48,4.2e-46,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom,1_3298/6-223,1_3298,427,369.8,3.4e-111,0.0,218,237.5,1.8e-73,4.7e-71,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom,1_3298/264-426,1_3298,427,369.8,3.4e-111,0.0,163,130.6,4.4e-41,1.2e-38,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom,1_1983/39-165,1_1983,378,31.8,1.1e-08,0.3,127,30.4,1.1e-10,2.9e-08,0.1,workflow/out/metCcustom/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom,1_2046/92-176,1_2046,400,24.0,2.5e-06,0.0,85,23.3,1.6e-08,4.2e-06,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom,1_966/104-204,1_966,398,21.8,1.2e-05,0.0,101,21.2,6.7e-08,1.8e-05,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom,1_702/141-237,1_702,417,18.2,0.00015,0.0,97,16.7,1.5e-06,0.0004,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom,1_1552/36-153,1_1552,364,17.7,0.0002,0.0,118,17.1,1.2e-06,0.00031,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom,1_1995/31-122,1_1995,410,15.7,0.00083,0.0,92,15.1,4.7e-06,0.0013,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom,1_2277/89-214,1_2277,396,15.0,0.0013,0.0,126,14.4,7.4e-06,0.002,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom,1_1840/54-99,1_1840,385,13.5,0.0038,0.1,46,12.3,3.3e-05,0.0089,0.2,workflow/out/metCcustom/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom.domtblout
Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom,1_66/116-225,1_66,394,12.8,0.0064,0.0,110,11.2,7.2e-05,0.019,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-eggerthii-DSM-20697-MAF-2_metCcustom.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom,1_92/5-225,1_92,429,413.0,3.4e-124,0.9,221,248.1,9.1e-77,3.5e-74,0.5,workflow/out/metCcustom/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom,1_92/271-427,1_92,429,413.0,3.4e-124,0.9,157,163.6,3.8e-51,1.4e-48,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom,1_3908/6-223,1_3908,427,368.3,1.2e-110,0.0,218,232.5,4.9e-72,1.8e-69,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom,1_3908/263-426,1_3908,427,368.3,1.2e-110,0.0,164,134.1,3.3e-42,1.2e-39,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom,1_2070/92-176,1_2070,400,24.8,1.8e-06,0.0,85,24.1,7.5e-09,2.8e-06,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom,1_426/151-224,1_426,404,24.6,2e-06,0.1,74,23.7,9.9e-09,3.7e-06,0.1,workflow/out/metCcustom/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom,1_111/104-204,1_111,398,23.1,5.8e-06,0.0,101,22.4,2.4e-08,9.1e-06,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom,1_302/57-198,1_302,361,22.9,6.6e-06,0.0,142,22.5,2.3e-08,8.8e-06,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom,1_2675/89-214,1_2675,395,19.4,7.6e-05,0.0,126,18.7,3.2e-07,0.00012,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom,1_2082/87-208,1_2082,385,13.4,0.0049,0.1,122,12.7,2.1e-05,0.0081,0.1,workflow/out/metCcustom/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom.domtblout
Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom,1_470/50-186,1_470,346,13.2,0.0055,0.0,137,12.9,1.9e-05,0.0072,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-finegoldii-DSM-17565-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_metCcustom,1_1811/6-225,1_1811,429,398.1,1.2e-119,1.4,220,239.5,5.2e-74,1.4e-71,0.6,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_metCcustom,1_1811/271-427,1_1811,429,398.1,1.2e-119,1.4,157,157.6,3.7e-49,1e-46,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_metCcustom,1_3973/6-223,1_3973,427,365.0,1.3e-109,0.0,218,231.9,1.1e-71,3e-69,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_metCcustom,1_3973/263-426,1_3973,427,365.0,1.3e-109,0.0,164,131.4,3.2e-41,9e-39,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_metCcustom,1_1518/3-410,1_1518,412,277.7,3.7e-83,0.8,408,276.2,3.9e-85,1.1e-82,0.8,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_metCcustom,1_2348/116-244,1_2348,424,30.5,3.5e-08,0.0,129,29.9,1.9e-10,5.3e-08,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_metCcustom,1_884/108-224,1_884,404,24.3,2.6e-06,0.0,117,23.8,1.3e-08,3.6e-06,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_metCcustom,1_1176/104-204,1_1176,398,21.7,1.6e-05,0.0,101,21.1,8.9e-08,2.5e-05,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_metCcustom,1_1986/93-176,1_1986,400,21.4,1.9e-05,0.0,84,20.8,1.1e-07,3.1e-05,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_metCcustom,1_1856/31-122,1_1856,408,19.8,6.1e-05,0.0,92,19.2,3.3e-07,9.1e-05,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_metCcustom,1_4129/60-194,1_4129,448,17.6,0.00028,0.0,135,17.0,1.6e-06,0.00044,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_metCcustom,1_73/34-152,1_73,380,15.8,0.00097,0.2,119,15.2,5.4e-06,0.0015,0.2,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_metCcustom,1_1837/40-172,1_1837,376,14.3,0.0028,0.0,133,13.6,1.7e-05,0.0046,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-2-1-16-MAF-2_metCcustom,1_3029/89-215,1_3029,395,12.7,0.0086,0.0,127,12.2,4.5e-05,0.012,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-2-1-16-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-3-1-12-MAF-2_metCcustom,1_2041/6-225,1_2041,429,395.8,6.2e-119,1.2,220,238.1,1.2e-73,4e-71,0.5,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-3-1-12-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-3-1-12-MAF-2_metCcustom,1_2041/271-427,1_2041,429,395.8,6.2e-119,1.2,157,156.5,6.6e-49,2.3e-46,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-3-1-12-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-3-1-12-MAF-2_metCcustom,1_4388/6-223,1_4388,427,365.8,7.8e-110,0.0,218,232.7,5.3e-72,1.8e-69,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-3-1-12-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-3-1-12-MAF-2_metCcustom,1_4388/263-426,1_4388,427,365.8,7.8e-110,0.0,164,131.4,2.8e-41,9.6e-39,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-3-1-12-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-3-1-12-MAF-2_metCcustom,1_1747/3-410,1_1747,412,278.0,3.3e-83,0.7,408,274.5,1.1e-84,3.8e-82,0.7,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-3-1-12-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-3-1-12-MAF-2_metCcustom,1_995/108-224,1_995,404,24.5,2.4e-06,0.0,117,23.9,1.1e-08,3.7e-06,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-3-1-12-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-3-1-12-MAF-2_metCcustom,1_1352/104-204,1_1352,398,21.8,1.6e-05,0.0,101,21.2,7.1e-08,2.4e-05,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-3-1-12-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-3-1-12-MAF-2_metCcustom,1_2334/93-176,1_2334,400,21.4,2.1e-05,0.0,84,20.8,9.8e-08,3.3e-05,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-3-1-12-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-3-1-12-MAF-2_metCcustom,2_4/107-231,2_4,412,19.3,9.5e-05,0.0,125,18.5,4.7e-07,0.00016,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-3-1-12-MAF-2_metCcustom.domtblout
Bacteroides-fragilis-3-1-12-MAF-2_metCcustom,1_4501/61-194,1_4501,448,17.5,0.00033,0.0,134,16.8,1.5e-06,0.00052,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides-fragilis-3-1-12-MAF-2_metCcustom.domtblout
